real,robot,type,tabledist,going_from,going_to,time,scaled_time,distance,orientation
1,biscee,contextless,3, LB , LB ,0.277875185013,0.46451762812854164,0.0255636943646,1.8197974915821638
1,biscee,contextless,3, LB , L1 ,12.1336350441,1.1193538970074373,0.222449385376,15.20605085319397
1,biscee,contextless,3, L1 , LB ,19.1367051601,0.9769173939103073,0.0350777799632,10.719063139624284
1,biscee,contextless,3, LB , L2 ,70.0873110294,5.362012517259363,0.23924397145,13.429220781464997
1,biscee,contextless,3, L2 , LB ,16.917805671700002,0.8031838300196448,0.148882344595,12.065542486973888
1,biscee,contextless,3, LB , L3 ,70.4506409168,5.780496014353479,0.28642948744,7.0018594547905675
1,biscee,contextless,3, L3 , LB ,21.3345170021,1.012353616855728,0.0893329216557,13.556567231845886
1,biscee,contextless,3, LB , L4 ,70.8306708336,5.1647254993887355,0.305930357467,10.506127213261657
1,biscee,contextless,3, L4 , LB ,19.9329199791,0.9042932692664143,0.100528554319,10.570548702962805
1,biscee,contextless,3, LB , LB ,0.5352189540860001,0.9925904429339755,0.100528554319,10.570548702962805
1,biscee,contextless,3, LB , L4 ,107.264447927,7.898558570302355,0.269296875524,7.77851319640869
1,biscee,contextless,3, L4 , LB ,19.3667449951,0.8716494178007389,0.116548935999,10.941558094902138
1,biscee,contextless,3, LB , L3 ,69.6571588516,5.4377224707089304,0.431041716859,8.787001020175563
1,biscee,contextless,3, L3 , LB ,20.154749870299998,0.9576440594941692,0.19352590441599998,13.063348280559145
1,biscee,contextless,3, LB , L2 ,69.8790729046,5.205809593727179,0.166157560411,3.249174011670578
1,biscee,contextless,3, L2 , LB ,23.577369928400003,1.1294665599976872,0.288591877675,6.710372101725026
1,biscee,contextless,3, LB , L1 ,68.0321388245,6.365934798430227,0.22681325884700002,11.047903538294525
1,biscee,contextless,3, L1 , LB ,19.955740928599997,0.9989290471248616,0.073483383372,14.448680838242591
1,biscee,contextless,3, LB , LB ,0.567130088806,1.3283004398415887,0.073483383372,14.448680838242591
1,biscee,contextless,3, LB , L1 ,52.5619330406,4.68555403419506,0.230875742942,8.558273952226726
1,biscee,contextless,3, L1 , L2 ,56.859663248100006,3.381317951152106,0.179616810301,8.32863519023026
1,biscee,contextless,3, L2 , L3 ,83.0452079773,3.059714489475295,0.236686356716,0.09980577089173355
1,biscee,contextless,3, L3 , L4 ,126.661124945,7.338213884434901,0.382133882881,11.823783560820322
1,biscee,contextless,3, L4 , LB ,21.0149674416,0.9936987397285798,0.146774843935,12.014296382374575
1,biscee,contextless,3, LB , LB ,0.561607122421,0.9447746928587866,0.146774843935,12.014296382374575
1,biscee,contextless,3, LB , L4 ,71.4655778408,5.434874782463495,0.43722147594599997,11.470574968403977
1,biscee,contextless,3, L4 , L3 ,65.4341499805,3.4829617033916858,0.27450302837699997,25.197340664537695
1,biscee,contextless,3, L3 , L2 ,71.8448290825,5.020178747399108,0.508416113186,1.853592151646893
1,biscee,contextless,3, L2 , L1 ,20.1433088779,1.9546537105041022,0.0144860317809,1.6588381489813506
1,biscee,contextless,3, L1 , LB ,29.351788997699998,1.137702093494243,0.291985654247,13.456890731542915
1,biscee,contextless,3, LB , LB ,0.540113210678,1.7228456244772141,0.291985654247,13.456890731542915
1,biscee,contextless,3, LB , L4 ,74.2485470772,5.382635618786454,0.272777860294,9.11571195118516
1,biscee,contextless,3, L4 , L1 ,24.7359359264,1.2147319195271356,0.289933973805,2.6837227455276986
1,biscee,contextless,3, L1 , L3 ,73.8468239307,3.2124080254374388,0.194193601224,5.330526968138751
